episode_id,window_id,outcome,side,source_tf,direction,regime_at_event,structure_trend_at_event,consumer,penetration_pips,atr_at_event,penetration_per_atr,age_seconds,age_valid,timestamp
Asia-Low_2026.04.15__ep4,w2,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_H1,BUY,WEAK_TREND,UP,DETECTOR,73.8,16.18286,0.04560380550780269,43200.0,True,2026-04-15 12:00:00
Daily-High_2026.04.14__ep1,w2,INVALIDATED_NO_BREAK,Daily-High,PERIOD_M30,SELL,STRONG_TREND,UP,DETECTOR,62.6,12.43,0.050362027353177796,91800.0,True,2026-04-15 01:30:00
Daily-High_2026.04.14__ep3,w2,INVALIDATED_NO_BREAK,Daily-High,PERIOD_H4,SELL,STRONG_TREND,DOWN,DETECTOR,108.8,37.83286,0.028758069043683193,100800.0,True,2026-04-15 04:00:00
Weekly-High_2026.04.05__ep3,w2,INVALIDATED_NO_BREAK,Weekly-High,PERIOD_H4,SELL,STRONG_TREND,DOWN,DETECTOR,326.2,39.42214,0.08274538114876565,892800.0,True,2026-04-15 08:00:00
Weekly-High_2026.04.05__ep6,w2,INVALIDATED_NO_BREAK,Weekly-High,PERIOD_M15,SELL,STRONG_TREND,UP,DETECTOR,25.7,11.4,0.022543859649122807,1111500.0,True,2026-04-17 20:45:00
Equal-High_2026.04.15 15:55__ep1,w2,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,WEAK_TREND,UP,DETECTOR,34.2,4.50571,0.0759036866553773,,False,2026-04-15 16:00:00
Equal-High_2026.04.15 16:10__ep1,w2,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,RANGING,UP,DETECTOR,9.7,4.61143,0.021034689890120847,,False,2026-04-15 16:15:00
Asia-Low_2026.04.16__ep8,w2,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_H1,BUY,WEAK_TREND,UP,DETECTOR,53.5,14.57571,0.03670490151080119,46800.0,True,2026-04-16 13:00:00
Asia-Low_2026.04.16__ep11,w2,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_H4,BUY,STRONG_TREND,UP,DETECTOR,87.0,34.63714,0.025117547233980634,57600.0,True,2026-04-16 16:00:00
Equal-High_2026.04.16 08:30__ep1,w2,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M30,SELL,WEAK_TREND,UP,DETECTOR,91.5,10.01,0.09140859140859141,,False,2026-04-16 09:00:00
Daily-Low_2026.04.15__ep5,w2,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_H1,BUY,RANGING,UP,DETECTOR,24.9,16.52714,0.015066127593763955,151200.0,True,2026-04-16 18:00:00
Daily-Low_2026.04.15__ep6,w2,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_H1,BUY,RANGING,DOWN,DETECTOR,56.9,17.38357,0.03273205676394435,158400.0,True,2026-04-16 20:00:00
Daily-Low_2026.04.15__ep7,w2,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_M15,BUY,STRONG_TREND,DOWN,DETECTOR,7.6,11.52857,0.006592318041179435,161100.0,True,2026-04-16 20:45:00
Equal-High_2026.04.16 22:55__ep1,w2,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,WEAK_TREND,UP,DETECTOR,17.3,3.44286,0.050248920955252324,,False,2026-04-16 23:00:00
Equal-Low_2026.04.17 03:00__ep2,w2,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_H1,BUY,RANGING,DOWN,DETECTOR,78.7,15.65714,0.05026460771251966,,False,2026-04-17 04:00:00
Daily-Low_2026.04.16__ep2,w2,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_M15,BUY,RANGING,DOWN,DETECTOR,46.2,7.64286,0.060448575533242795,103500.0,True,2026-04-17 04:45:00
Daily-Low_2026.04.16__ep4,w2,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_H4,BUY,WEAK_TREND,DOWN,DETECTOR,298.4,31.70929,0.09410491373348315,115200.0,True,2026-04-17 08:00:00
Equal-Low_2026.04.17 06:00__ep1,w2,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M15,BUY,WEAK_TREND,UP,DETECTOR,100.5,9.85643,0.10196389564984484,,False,2026-04-17 06:15:00
Equal-Low_2026.04.17 06:00__ep2,w2,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M30,BUY,RANGING,DOWN,DETECTOR,75.7,9.89857,0.07647569295362866,,False,2026-04-17 06:30:00
Equal-High_2026.04.17 06:25__ep1,w2,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,WEAK_TREND,UP,DETECTOR,7.2,3.94143,0.018267481599318017,,False,2026-04-17 06:30:00
Equal-High_2026.04.17 08:45__ep1,w2,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M15,SELL,STRONG_TREND,UP,DETECTOR,39.4,6.07143,0.06489410237785827,,False,2026-04-17 09:00:00
Equal-High_2026.04.17 08:55__ep1,w2,TRUE_BREAK_OBSERVED,Equal-High,PERIOD_M5,SELL,WEAK_TREND,UP,DETECTOR,6.5,4.22714,0.015376826885317258,,False,2026-04-17 09:00:00
Asia-High_2026.04.17__ep1,w2,INVALIDATED_NO_BREAK,Asia-High,PERIOD_D1,SELL,WEAK_TREND,DOWN,DETECTOR,455.4,130.56214,0.03487994299113051,0.0,True,2026-04-17 00:00:00
Equal-High_2026.04.17 08:00__ep1,w2,INVALIDATED_NO_BREAK,Equal-High,PERIOD_H4,SELL,WEAK_TREND,DOWN,DETECTOR,54.3,31.99571,0.016971025178062937,,False,2026-04-17 12:00:00
Equal-Low_2026.04.17 20:10__ep1,w2,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,WEAK_TREND,DOWN,DETECTOR,3.6,4.49571,0.008007633944360291,,False,2026-04-17 20:15:00
Equal-Low_2026.04.17 20:55__ep1,w2,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,WEAK_TREND,DOWN,DETECTOR,1.8,5.16071,0.003487892169875851,,False,2026-04-17 21:00:00
Equal-High_2026.04.17 23:00__ep1,w2,INVALIDATED_NO_BREAK,Equal-High,PERIOD_H1,SELL,WEAK_TREND,UP,DETECTOR,53.2,22.08643,0.024087188377659947,,False,2026-04-20 01:00:00
Daily-Low_2026.04.17__ep2,w2,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_H1,BUY,WEAK_TREND,UP,DETECTOR,116.2,26.29429,0.04419210406517918,266400.0,True,2026-04-20 02:00:00
Daily-Low_2026.04.17__ep3,w2,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_H1,BUY,VOLATILE,UP,DETECTOR,47.1,29.51714,0.01595683050593655,273600.0,True,2026-04-20 04:00:00
Equal-High_2026.04.20 05:00__ep2,w2,INVALIDATED_NO_BREAK,Equal-High,PERIOD_H1,SELL,VOLATILE,DOWN,DETECTOR,90.3,30.89714,0.029226006031626228,,False,2026-04-20 06:00:00
Equal-High_2026.04.20 04:00__ep1,w2,INVALIDATED_NO_BREAK,Equal-High,PERIOD_H4,SELL,WEAK_TREND,DOWN,DETECTOR,123.5,40.59571,0.030421933746201266,,False,2026-04-20 08:00:00
Asia-High_2026.04.20__ep1,w2,INVALIDATED_NO_BREAK,Asia-High,PERIOD_M30,SELL,RANGING,UP,DETECTOR,88.0,11.595,0.07589478223372143,55800.0,True,2026-04-20 15:30:00
Asia-High_2026.04.20__ep5,w2,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H4,SELL,RANGING,UP,DETECTOR,87.7,40.31,0.021756387993053832,72000.0,True,2026-04-20 20:00:00
Asia-High_2026.04.20__ep6,w2,INVALIDATED_NO_BREAK,Asia-High,PERIOD_M30,SELL,WEAK_TREND,UP,DETECTOR,8.4,15.37143,0.005464683506999675,77400.0,True,2026-04-20 21:30:00
Asia-High_2026.04.20__ep7,w2,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H1,SELL,WEAK_TREND,UP,DETECTOR,3.3,17.11643,0.0019279721297022802,79200.0,True,2026-04-20 22:00:00
Asia-Low_2026.04.21__ep3,w2,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_M30,BUY,STRONG_TREND,UP,DETECTOR,87.7,9.96857,0.08797651017146893,37800.0,True,2026-04-21 10:30:00
Asia-Low_2026.04.21__ep5,w2,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_H4,BUY,WEAK_TREND,UP,DETECTOR,113.5,39.815,0.02850684415421324,43200.0,True,2026-04-21 12:00:00
Asia-Low_2026.04.21__ep7,w2,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_H1,BUY,STRONG_TREND,UP,DETECTOR,41.7,15.41071,0.027059103701257116,57600.0,True,2026-04-21 16:00:00
Equal-High_2026.04.21 04:00__ep2,w2,INVALIDATED_NO_BREAK,Equal-High,PERIOD_H4,SELL,WEAK_TREND,UP,DETECTOR,121.0,39.17,0.030890988001021188,,False,2026-04-21 08:00:00
Equal-Low_2026.04.21 06:30__ep1,w2,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M15,BUY,STRONG_TREND,UP,DETECTOR,22.1,7.07143,0.03125251893888507,,False,2026-04-21 06:45:00
Equal-High_2026.04.21 06:00__ep1,w2,INVALIDATED_NO_BREAK,Equal-High,PERIOD_H1,SELL,STRONG_TREND,UP,DETECTOR,91.0,15.04571,0.06048235676481868,,False,2026-04-21 07:00:00
Equal-Low_2026.04.21 11:00__ep1,w2,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_H1,BUY,STRONG_TREND,UP,DETECTOR,73.1,13.40214,0.05454352812312064,,False,2026-04-21 12:00:00
Equal-High_2026.04.21 12:55__ep1,w2,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,RANGING,DOWN,DETECTOR,41.9,3.89857,0.10747530504774827,,False,2026-04-21 13:00:00
Equal-High_2026.04.21 16:40__ep1,w2,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,STRONG_TREND,DOWN,DETECTOR,15.7,7.89,0.019898605830164767,,False,2026-04-21 16:45:00
Equal-Low_2026.04.21 23:10__ep1,w2,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,VOLATILE,DOWN,DETECTOR,0.5,10.81357,0.00046238198855697054,,False,2026-04-21 23:15:00
Asia-Low_2026.04.22__ep2,w2,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_D1,BUY,WEAK_TREND,DOWN,DETECTOR,19.2,118.93286,0.0016143562006328612,0.0,True,2026-04-22 00:00:00
Asia-Low_2026.04.22__ep3,w2,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_H4,BUY,WEAK_TREND,DOWN,DETECTOR,218.1,41.16143,0.052986497310710534,14400.0,True,2026-04-22 04:00:00
Equal-High_2026.04.22 04:25__ep1,w2,TRUE_BREAK_OBSERVED,Equal-High,PERIOD_M5,SELL,WEAK_TREND,DOWN,DETECTOR,11.3,4.89643,0.02307803848926667,,False,2026-04-22 04:30:00
Equal-Low_2026.04.22 15:00__ep1,w2,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M15,BUY,RANGING,DOWN,DETECTOR,4.9,6.61143,0.007411407214475537,,False,2026-04-22 15:15:00
Equal-High_2026.04.22 16:45__ep1,w2,TRUE_BREAK_OBSERVED,Equal-High,PERIOD_M15,SELL,RANGING,DOWN,DETECTOR,77.2,8.62357,0.08952208887966352,,False,2026-04-22 17:00:00
Equal-Low_2026.04.22 18:00__ep1,w2,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M15,BUY,WEAK_TREND,DOWN,DETECTOR,15.8,10.02,0.015768463073852296,,False,2026-04-22 18:15:00
Equal-High_2026.04.22 22:10__ep1,w2,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,RANGING,DOWN,DETECTOR,15.2,4.21,0.036104513064133016,,False,2026-04-22 22:15:00
Equal-High_2026.04.22 22:40__ep1,w2,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,RANGING,DOWN,DETECTOR,7.9,4.17071,0.018941619052871096,,False,2026-04-22 22:45:00
Asia-Low_2026.04.23__ep1,w2,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_D1,BUY,RANGING,UP,DETECTOR,220.0,113.59929,0.019366318222587484,0.0,True,2026-04-23 00:00:00
Asia-Low_2026.04.23__ep2,w2,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_H1,BUY,STRONG_TREND,DOWN,DETECTOR,39.7,19.09571,0.02079000990274779,50400.0,True,2026-04-23 14:00:00
Asia-Low_2026.04.23__ep3,w2,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_H1,BUY,RANGING,DOWN,DETECTOR,166.3,22.29286,0.0745978757324094,75600.0,True,2026-04-23 21:00:00
Asia-Low_2026.04.23__ep4,w2,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_H1,BUY,WEAK_TREND,DOWN,DETECTOR,34.7,22.76929,0.015239825220724933,82800.0,True,2026-04-23 23:00:00
Equal-Low_2026.04.22 20:00__ep1,w2,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_H4,BUY,RANGING,DOWN,DETECTOR,94.7,32.83429,0.028841799228794044,,False,2026-04-23 00:00:00
Asia-High_2026.04.23__ep1,w2,INVALIDATED_NO_BREAK,Asia-High,PERIOD_D1,SELL,RANGING,UP,DETECTOR,319.9,113.59929,0.02816038727002607,0.0,True,2026-04-23 00:00:00
Daily-Low_2026.04.22__ep2,w2,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_H1,BUY,WEAK_TREND,DOWN,DETECTOR,324.7,18.19214,0.17848367481780594,100800.0,True,2026-04-23 04:00:00
Daily-Low_2026.04.22__ep3,w2,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_H1,BUY,STRONG_TREND,DOWN,DETECTOR,35.2,18.36071,0.01917137191317765,126000.0,True,2026-04-23 11:00:00
Daily-Low_2026.04.22__ep5,w2,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_H4,BUY,WEAK_TREND,DOWN,DETECTOR,244.5,39.77929,0.06146414377933843,144000.0,True,2026-04-23 16:00:00
Daily-Low_2026.04.22__ep8,w2,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_H1,BUY,RANGING,DOWN,DETECTOR,173.8,18.01429,0.09647896197962841,158400.0,True,2026-04-23 20:00:00
Equal-High_2026.04.23 08:25__ep1,w2,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,RANGING,DOWN,DETECTOR,15.0,3.16857,0.04733996724074267,,False,2026-04-23 08:30:00
Equal-High_2026.04.23 10:25__ep1,w2,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,RANGING,DOWN,DETECTOR,12.1,5.47429,0.022103322988003923,,False,2026-04-23 10:30:00
Equal-High_2026.04.23 11:40__ep1,w2,TRUE_BREAK_OBSERVED,Equal-High,PERIOD_M5,SELL,STRONG_TREND,DOWN,DETECTOR,37.0,5.28,0.07007575757575757,,False,2026-04-23 11:45:00
Equal-High_2026.04.23 18:25__ep1,w2,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,WEAK_TREND,UP,DETECTOR,30.6,5.89286,0.05192724755042543,,False,2026-04-23 18:30:00
Asia-Low_2026.04.24__ep2,w2,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_D1,BUY,RANGING,UP,DETECTOR,18.4,102.36714,0.0017974517994739326,0.0,True,2026-04-24 00:00:00
Equal-High_2026.04.24 04:25__ep1,w2,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,RANGING,DOWN,DETECTOR,23.7,5.79214,0.04091751925885769,,False,2026-04-24 04:30:00
Equal-Low_2026.04.24 05:10__ep1,w2,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,WEAK_TREND,DOWN,DETECTOR,28.9,6.17929,0.046769127197461194,,False,2026-04-24 05:15:00
Asia-High_2026.04.24__ep1,w2,INVALIDATED_NO_BREAK,Asia-High,PERIOD_D1,SELL,RANGING,UP,DETECTOR,265.2,102.36714,0.02590675093589603,0.0,True,2026-04-24 00:00:00
Asia-High_2026.04.24__ep2,w2,INVALIDATED_NO_BREAK,Asia-High,PERIOD_M15,SELL,WEAK_TREND,UP,DETECTOR,56.6,10.145,0.055791030064070976,53100.0,True,2026-04-24 14:45:00
Asia-High_2026.04.24__ep6,w2,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H1,SELL,RANGING,DOWN,DETECTOR,103.8,19.52643,0.0531587187212409,57600.0,True,2026-04-24 16:00:00
Daily-Low_2026.04.23__ep2,w2,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_H1,BUY,WEAK_TREND,DOWN,DETECTOR,102.7,21.86429,0.04697156870861117,115200.0,True,2026-04-24 08:00:00
Equal-Low_2026.04.24 10:30__ep1,w2,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M30,BUY,WEAK_TREND,UP,DETECTOR,79.6,13.45286,0.059169574350732855,,False,2026-04-24 11:00:00
Equal-High_2026.04.24 11:10__ep1,w2,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,STRONG_TREND,DOWN,DETECTOR,5.2,4.11786,0.012627918384792101,,False,2026-04-24 11:15:00
Equal-Low_2026.04.24 11:30__ep1,w2,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M15,BUY,STRONG_TREND,UP,DETECTOR,16.4,8.075,0.020309597523219813,,False,2026-04-24 11:45:00
Equal-Low_2026.04.24 11:30__ep2,w2,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M30,BUY,WEAK_TREND,UP,DETECTOR,43.3,12.86143,0.03366655185309876,,False,2026-04-24 12:00:00
Equal-High_2026.04.24 14:00__ep1,w2,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M15,SELL,WEAK_TREND,UP,DETECTOR,2.6,8.80786,0.002951908863219897,,False,2026-04-24 14:15:00
Equal-Low_2026.04.24 16:00__ep1,w2,TRUE_BREAK_OBSERVED,Equal-Low,PERIOD_H1,BUY,RANGING,DOWN,DETECTOR,193.5,20.51071,0.09434095650516243,,False,2026-04-24 17:00:00
Equal-Low_2026.04.24 22:25__ep1,w2,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,WEAK_TREND,DOWN,DETECTOR,0.2,2.87786,0.0006949608389567247,,False,2026-04-24 22:30:00
Asia-High_2026.04.27__ep2,w2,INVALIDATED_NO_BREAK,Asia-High,PERIOD_D1,SELL,RANGING,UP,DETECTOR,28.4,100.72214,0.0028196382642386273,0.0,True,2026-04-27 00:00:00
Equal-Low_2026.04.27 01:00__ep1,w2,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M30,BUY,WEAK_TREND,UP,DETECTOR,0.7,10.51643,0.0006656251218331696,,False,2026-04-27 01:30:00
Equal-Low_2026.04.27 03:00__ep1,w2,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_H1,BUY,WEAK_TREND,DOWN,DETECTOR,52.0,19.42143,0.02677454749727492,,False,2026-04-27 04:00:00
Asia-Low_2026.04.27__ep1,w2,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_D1,BUY,RANGING,UP,DETECTOR,414.0,100.72214,0.041103177513901114,0.0,True,2026-04-27 00:00:00
Asia-Low_2026.04.27__ep2,w2,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_M15,BUY,STRONG_TREND,UP,DETECTOR,24.7,9.85143,0.025072502164660358,65700.0,True,2026-04-27 18:15:00
Asia-Low_2026.04.27__ep6,w2,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_H1,BUY,STRONG_TREND,UP,DETECTOR,45.4,12.12143,0.037454326758476514,72000.0,True,2026-04-27 20:00:00
Equal-Low_2026.04.27 11:40__ep1,w2,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,STRONG_TREND,UP,DETECTOR,24.7,3.51,0.07037037037037037,,False,2026-04-27 11:45:00
Equal-High_2026.04.27 14:25__ep1,w2,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,WEAK_TREND,DOWN,DETECTOR,16.5,3.26571,0.050525000688977285,,False,2026-04-27 14:30:00
Equal-High_2026.04.27 15:15__ep1,w2,TRUE_BREAK_OBSERVED,Equal-High,PERIOD_M15,SELL,WEAK_TREND,DOWN,DETECTOR,37.1,6.04643,0.06135852064772105,,False,2026-04-27 15:30:00
Equal-Low_2026.04.27 16:15__ep1,w2,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M15,BUY,RANGING,UP,DETECTOR,5.2,6.88714,0.0075503038997319655,,False,2026-04-27 16:30:00
Daily-Low_2026.04.27__ep3,w2,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_H1,BUY,WEAK_TREND,DOWN,DETECTOR,20.0,12.54714,0.015939887496274053,108000.0,True,2026-04-28 06:00:00
Daily-Low_2026.04.27__ep7,w2,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_H1,BUY,WEAK_TREND,DOWN,DETECTOR,4.4,11.26714,0.003905161380794062,115200.0,True,2026-04-28 08:00:00
Asia-High_2026.04.28__ep1,w2,INVALIDATED_NO_BREAK,Asia-High,PERIOD_D1,SELL,RANGING,UP,DETECTOR,446.9,97.26643,0.045945965118695115,0.0,True,2026-04-28 00:00:00
Asia-Low_2026.04.28__ep1,w2,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_H1,BUY,WEAK_TREND,DOWN,DETECTOR,98.5,13.75571,0.07160662735693032,39600.0,True,2026-04-28 11:00:00
Asia-Low_2026.04.28__ep3,w2,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_H1,BUY,STRONG_TREND,DOWN,DETECTOR,63.2,13.94143,0.04533250893201056,43200.0,True,2026-04-28 12:00:00
Equal-Low_2026.04.28 17:25__ep1,w2,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,RANGING,DOWN,DETECTOR,8.4,10.33643,0.008126596900477245,,False,2026-04-28 17:30:00
Equal-Low_2026.04.28 17:55__ep1,w2,TRUE_BREAK_OBSERVED,Equal-Low,PERIOD_M5,BUY,RANGING,DOWN,DETECTOR,39.5,9.61857,0.04106639552449065,,False,2026-04-28 18:00:00
Asia-Low_2026.04.29__ep1,w2,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_D1,BUY,WEAK_TREND,UP,DETECTOR,91.0,96.435,0.00943640794317416,0.0,True,2026-04-29 00:00:00
Equal-High_2026.04.29 04:00__ep1,w2,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M15,SELL,WEAK_TREND,UP,DETECTOR,175.1,7.3,0.23986301369863014,,False,2026-04-29 04:15:00
Equal-High_2026.04.29 05:15__ep1,w2,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M15,SELL,WEAK_TREND,UP,DETECTOR,8.0,9.81857,0.00814782600724953,,False,2026-04-29 05:30:00
Equal-High_2026.04.29 05:30__ep1,w2,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M15,SELL,RANGING,UP,DETECTOR,30.6,9.87214,0.0309963189338887,,False,2026-04-29 05:45:00
Equal-High_2026.04.29 05:45__ep1,w2,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M15,SELL,RANGING,UP,DETECTOR,61.2,10.33071,0.059240845982512336,,False,2026-04-29 06:00:00
Equal-High_2026.04.29 06:15__ep1,w2,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M15,SELL,CHOPPY,DOWN,DETECTOR,10.7,10.58143,0.010112054797886487,,False,2026-04-29 06:30:00
Equal-High_2026.04.29 07:40__ep1,w2,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,WEAK_TREND,UP,DETECTOR,15.0,2.98,0.050335570469798654,,False,2026-04-29 07:45:00
Equal-High_2026.04.29 08:30__ep1,w2,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M15,SELL,WEAK_TREND,UP,DETECTOR,8.1,6.19214,0.013081099587541625,,False,2026-04-29 08:45:00
Equal-High_2026.04.29 08:45__ep1,w2,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M15,SELL,RANGING,UP,DETECTOR,88.3,6.66214,0.13253999465637167,,False,2026-04-29 09:00:00
Daily-Low_2026.04.28__ep1,w2,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_H1,BUY,STRONG_TREND,DOWN,DETECTOR,8.5,15.42286,0.005511299460670719,133200.0,True,2026-04-29 13:00:00
Daily-Low_2026.04.28__ep2,w2,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_M15,BUY,RANGING,DOWN,DETECTOR,27.9,9.01571,0.030945982069077196,143100.0,True,2026-04-29 15:45:00
Equal-Low_2026.04.29 15:10__ep1,w2,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,RANGING,DOWN,DETECTOR,6.0,4.48786,0.013369401006270248,,False,2026-04-29 15:15:00
Equal-Low_2026.04.29 22:10__ep1,w2,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,WEAK_TREND,DOWN,DETECTOR,54.6,10.22571,0.05339482539598718,,False,2026-04-29 22:15:00
Asia-Low_2026.04.30__ep1,w2,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_H1,BUY,STRONG_TREND,DOWN,DETECTOR,16.3,22.32143,0.007302399532646431,7200.0,True,2026-04-30 02:00:00
Asia-Low_2026.04.30__ep3,w2,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_D1,BUY,WEAK_TREND,UP,DETECTOR,25.4,96.27071,0.0026383933389501337,0.0,True,2026-04-30 00:00:00
Asia-High_2026.04.30__ep1,w2,INVALIDATED_NO_BREAK,Asia-High,PERIOD_D1,SELL,WEAK_TREND,UP,DETECTOR,641.9,96.27071,0.06667656237291696,0.0,True,2026-04-30 00:00:00
Asia-High_2026.04.30__ep2,w2,INVALIDATED_NO_BREAK,Asia-High,PERIOD_M30,SELL,WEAK_TREND,UP,DETECTOR,0.2,12.55929,0.00015924467067803991,37800.0,True,2026-04-30 10:30:00
Equal-High_2026.04.30 09:25__ep1,w2,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,STRONG_TREND,UP,DETECTOR,1.4,5.02929,0.002783693125669826,,False,2026-04-30 09:30:00
Daily-High_2026.04.29__ep1,w2,INVALIDATED_NO_BREAK,Daily-High,PERIOD_M30,SELL,WEAK_TREND,UP,DETECTOR,24.4,14.28357,0.01708256409287034,156600.0,True,2026-04-30 19:30:00
Daily-High_2026.04.29__ep3,w2,INVALIDATED_NO_BREAK,Daily-High,PERIOD_H1,SELL,WEAK_TREND,UP,DETECTOR,29.3,21.08571,0.013895666780962086,158400.0,True,2026-04-30 20:00:00
Asia-Low_2026.05.01__ep2,w3,INVALIDATED_NO_BREAK,Asia-Low,PERIOD_M30,BUY,STRONG_TREND,DOWN,DETECTOR,119.6,13.115,0.09119329012581014,55800.0,True,2026-05-01 15:30:00
Asia-Low_2026.05.01__ep6,w3,TRUE_BREAK_OBSERVED,Asia-Low,PERIOD_M15,BUY,STRONG_TREND,UP,DETECTOR,170.7,10.73714,0.15898088317745693,60300.0,True,2026-05-01 16:45:00
Asia-High_2026.05.01__ep1,w3,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H4,SELL,WEAK_TREND,DOWN,DETECTOR,144.2,37.26143,0.038699534612600756,14400.0,True,2026-05-01 04:00:00
Equal-High_2026.05.01 14:25__ep1,w3,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,WEAK_TREND,UP,DETECTOR,10.8,3.82,0.02827225130890053,,False,2026-05-01 14:30:00
Daily-High_2026.04.30__ep2,w3,INVALIDATED_NO_BREAK,Daily-High,PERIOD_H1,SELL,WEAK_TREND,DOWN,DETECTOR,148.8,20.36071,0.07308193083640012,151200.0,True,2026-05-01 18:00:00
