episode_id,window_id,outcome,side,source_tf,direction,regime_at_event,structure_trend_at_event,consumer,penetration_pips,atr_at_event,penetration_per_atr,age_seconds,age_valid,timestamp
Daily-Low_2026.08.13__ep3,w4,TRUE_BREAK_OBSERVED,Daily-Low,PERIOD_H1,BUY,WEAK_TREND,DOWN,DETECTOR,49.1,14.57286,0.03369276861233828,129600.0,True,2026-08-14 12:00:00
Equal-Low_2026.08.14 16:00__ep1,w4,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_H1,BUY,STRONG_TREND,DOWN,DETECTOR,25.9,17.04071,0.015198897229047381,,False,2026-08-14 17:00:00
Daily-High_2026.08.14__ep1,w4,INVALIDATED_NO_BREAK,Daily-High,PERIOD_M15,SELL,WEAK_TREND,UP,DETECTOR,12.9,6.80571,0.01895467188581353,272700.0,True,2026-08-17 03:45:00
Daily-High_2026.08.14__ep14,w4,INVALIDATED_NO_BREAK,Daily-High,PERIOD_M15,SELL,WEAK_TREND,UP,DETECTOR,6.3,7.07071,0.008909996308715815,296100.0,True,2026-08-17 10:15:00
Daily-High_2026.08.14__ep15,w4,TRUE_BREAK_OBSERVED,Daily-High,PERIOD_M15,SELL,STRONG_TREND,UP,DETECTOR,8.3,7.135,0.011632796075683252,301500.0,True,2026-08-17 11:45:00
Equal-Low_2026.08.17 16:30__ep1,w4,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M30,BUY,WEAK_TREND,DOWN,DETECTOR,218.4,11.12214,0.19636508801363767,,False,2026-08-17 17:00:00
Daily-High_2026.08.17__ep1,w4,INVALIDATED_NO_BREAK,Daily-High,PERIOD_M30,SELL,WEAK_TREND,UP,DETECTOR,39.3,9.16857,0.04286382718351934,102600.0,True,2026-08-18 04:30:00
Daily-High_2026.08.17__ep3,w4,INVALIDATED_NO_BREAK,Daily-High,PERIOD_H4,SELL,STRONG_TREND,UP,DETECTOR,353.9,32.23143,0.10979965828385521,115200.0,True,2026-08-18 08:00:00
Equal-Low_2026.08.18 16:00__ep1,w4,TRUE_BREAK_OBSERVED,Equal-Low,PERIOD_M15,BUY,RANGING,UP,DETECTOR,71.7,6.42143,0.11165737226754789,,False,2026-08-18 16:15:00
Daily-Low_2026.08.18__ep2,w4,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_H1,BUY,STRONG_TREND,DOWN,DETECTOR,38.8,16.19071,0.023964359808803935,97200.0,True,2026-08-19 03:00:00
Daily-Low_2026.08.18__ep6,w4,INVALIDATED_NO_BREAK,Daily-Low,PERIOD_H1,BUY,STRONG_TREND,DOWN,DETECTOR,272.9,18.395,0.14835553139440064,104400.0,True,2026-08-19 05:00:00
Asia-High_2026.08.19__ep1,w4,INVALIDATED_NO_BREAK,Asia-High,PERIOD_D1,SELL,STRONG_TREND,UP,DETECTOR,965.3,95.31429,0.10127547506255359,0.0,True,2026-08-19 00:00:00
Asia-High_2026.08.19__ep2,w4,INVALIDATED_NO_BREAK,Asia-High,PERIOD_H1,SELL,STRONG_TREND,DOWN,DETECTOR,72.7,14.63071,0.0496900013738226,39600.0,True,2026-08-19 11:00:00
Equal-Low_2026.08.19 10:15__ep1,w4,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M15,BUY,STRONG_TREND,DOWN,DETECTOR,51.9,7.60929,0.068206100700591,,False,2026-08-19 10:30:00
Daily-High_2026.08.19__ep5,w4,INVALIDATED_NO_BREAK,Daily-High,PERIOD_M15,SELL,STRONG_TREND,DOWN,DETECTOR,127.4,14.31857,0.08897536555675602,153900.0,True,2026-08-20 18:45:00
Daily-High_2026.08.19__ep10,w4,INVALIDATED_NO_BREAK,Daily-High,PERIOD_H1,SELL,WEAK_TREND,UP,DETECTOR,22.0,19.36857,0.01135860830200681,165600.0,True,2026-08-20 22:00:00
Asia-Low_2026.08.20__ep1,w4,TRUE_BREAK_OBSERVED,Asia-Low,PERIOD_D1,BUY,STRONG_TREND,UP,DETECTOR,1898.1,103.015,0.18425472018638062,0.0,True,2026-08-20 00:00:00
Equal-High_2026.08.20 06:45__ep1,w4,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M15,SELL,WEAK_TREND,UP,DETECTOR,4.1,8.47143,0.004839796822968495,,False,2026-08-20 07:00:00
Equal-Low_2026.08.20 13:00__ep1,w4,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M15,BUY,RANGING,UP,DETECTOR,32.9,6.73286,0.04886482119040052,,False,2026-08-20 13:15:00
Daily-High_2026.08.20__ep4,w4,INVALIDATED_NO_BREAK,Daily-High,PERIOD_M15,SELL,RANGING,UP,DETECTOR,7.4,9.605,0.007704320666319626,112500.0,True,2026-08-21 07:15:00
Equal-High_2026.08.21 07:30__ep1,w4,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M15,SELL,WEAK_TREND,UP,DETECTOR,19.0,9.62714,0.019735871712678946,,False,2026-08-21 07:45:00
Equal-High_2026.08.21 16:40__ep1,w4,INVALIDATED_NO_BREAK,Equal-High,PERIOD_M5,SELL,RANGING,DOWN,DETECTOR,12.1,8.46357,0.014296567524106256,,False,2026-08-21 16:45:00
Asia-High_2026.08.24__ep2,w4,INVALIDATED_NO_BREAK,Asia-High,PERIOD_D1,SELL,STRONG_TREND,UP,DETECTOR,51.7,107.28929,0.004818747518974168,0.0,True,2026-08-24 00:00:00
Asia-High_2026.08.24__ep4,w4,TRUE_BREAK_OBSERVED,Asia-High,PERIOD_H1,SELL,STRONG_TREND,UP,DETECTOR,19.8,21.61786,0.009159093453283536,54000.0,True,2026-08-24 15:00:00
Asia-High_2026.08.24__ep6,w4,INVALIDATED_NO_BREAK,Asia-High,PERIOD_M15,SELL,WEAK_TREND,UP,DETECTOR,24.3,10.24286,0.02372384275485558,56700.0,True,2026-08-24 15:45:00
Asia-High_2026.08.24__ep7,w4,INVALIDATED_NO_BREAK,Asia-High,PERIOD_M15,SELL,STRONG_TREND,UP,DETECTOR,11.4,12.75929,0.008934666427363906,60300.0,True,2026-08-24 16:45:00
Weekly-High_2026.08.16__ep2,w4,INVALIDATED_NO_BREAK,Weekly-High,PERIOD_H1,SELL,STRONG_TREND,UP,DETECTOR,103.9,21.30214,0.04877444237996746,705600.0,True,2026-08-24 04:00:00
Weekly-High_2026.08.16__ep5,w4,INVALIDATED_NO_BREAK,Weekly-High,PERIOD_H1,SELL,STRONG_TREND,UP,DETECTOR,0.1,22.26357,4.4916426251495155e-05,709200.0,True,2026-08-24 05:00:00
Weekly-High_2026.08.16__ep7,w4,INVALIDATED_NO_BREAK,Weekly-High,PERIOD_M15,SELL,STRONG_TREND,DOWN,DETECTOR,2.3,13.61929,0.0016887811332308806,767700.0,True,2026-08-24 21:15:00
Asia-Low_2026.08.24__ep1,w4,TRUE_BREAK_OBSERVED,Asia-Low,PERIOD_D1,BUY,STRONG_TREND,UP,DETECTOR,859.2,107.28929,0.08008255064415097,0.0,True,2026-08-24 00:00:00
Equal-High_2026.08.24 13:40__ep1,w4,TRUE_BREAK_OBSERVED,Equal-High,PERIOD_M5,SELL,WEAK_TREND,UP,DETECTOR,17.8,4.04643,0.043989393119366955,,False,2026-08-24 13:45:00
Equal-Low_2026.08.24 19:10__ep1,w4,INVALIDATED_NO_BREAK,Equal-Low,PERIOD_M5,BUY,STRONG_TREND,UP,DETECTOR,21.0,8.40929,0.024972381734962166,,False,2026-08-24 19:15:00
