episode_id,window_id,true_break_event_id,sweep_event_id,timestamp,direction,side,tb_source_tf,tb_regime_at_event,tb_structure_trend_at_event,tb_atr_at_event,tb_penetration_pips,tb_penetration_per_atr,sweep_penetration_per_atr,sweep_source_tf,sweep_regime_at_event,sweep_structure_trend_at_event,regime_changed_sweep_to_break,direction_trend_aligned_at_break,regime_category_same_sweep_to_break,plus1r_before_minus1r,continuation_1atr_before_failure,retest_outcome,period
w1__BUY__seq189,w1,750,749,2026-01-23 20:15:00,BUY,Asia-Low,PERIOD_M15,STRONG_TREND,UP,13.27714,444.2,0.33456000313320494,0.05788759030325411,PERIOD_H4,STRONG_TREND,UP,False,True,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,FAIL,VALIDATION
w1__SELL__seq276,w1,756,754,2026-01-23 00:00:00,SELL,Asia-High,PERIOD_D1,STRONG_TREND,UP,91.88643,310.4,0.03378083140241709,0.02447939690371279,PERIOD_M15,STRONG_TREND,UP,False,False,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__SELL__seq279,w1,762,759,2026-01-23 00:00:00,SELL,Equal-High,PERIOD_D1,STRONG_TREND,UP,91.88643,516.7,0.056232460005247786,0.03721998807826778,PERIOD_M15,WEAK_TREND,DOWN,True,False,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__BUY__seq191,w1,761,749,2026-01-23 22:00:00,BUY,Asia-Low,PERIOD_M5,STRONG_TREND,UP,5.57786,477.7,0.8564216384061271,0.05788759030325411,PERIOD_H4,STRONG_TREND,UP,False,True,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__BUY__seq193,w1,767,766,2026-01-26 02:00:00,BUY,Asia-Low,PERIOD_H1,STRONG_TREND,UP,23.98643,1033.0,0.43066016910394755,0.05785595186957104,PERIOD_D1,STRONG_TREND,UP,False,True,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__BUY__seq246,w1,849,848,2026-01-28 00:00:00,BUY,Asia-Low,PERIOD_H4,STRONG_TREND,UP,57.545,1673.1,0.29074637240420537,0.16593158969127558,PERIOD_D1,STRONG_TREND,UP,False,True,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__SELL__seq316,w1,858,856,2026-01-28 00:00:00,SELL,Asia-High,PERIOD_D1,STRONG_TREND,UP,100.83071,1115.6,0.11064089502097128,0.0918991416309013,PERIOD_M30,STRONG_TREND,UP,False,False,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__BUY__seq248,w1,862,848,2026-01-28 13:00:00,BUY,Asia-Low,PERIOD_M5,RANGING,UP,5.64857,1126.5,1.9943100643171634,0.16593158969127558,PERIOD_D1,STRONG_TREND,UP,True,True,False,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__BUY__seq250,w1,866,848,2026-01-28 15:00:00,BUY,Asia-Low,PERIOD_M30,STRONG_TREND,UP,19.305,1218.9,0.6313908313908315,0.16593158969127558,PERIOD_D1,STRONG_TREND,UP,False,True,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,HOLD,VALIDATION
w1__SELL__seq317,w1,868,867,2026-01-28 00:00:00,SELL,Equal-High,PERIOD_D1,STRONG_TREND,UP,100.83071,995.7,0.0987496765618332,0.06863738390629989,PERIOD_M5,STRONG_TREND,UP,False,False,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__BUY__seq251,w1,871,848,2026-01-28 15:45:00,BUY,Asia-Low,PERIOD_M15,WEAK_TREND,DOWN,14.23857,1041.5,0.7314639040296885,0.16593158969127558,PERIOD_D1,STRONG_TREND,UP,True,False,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__BUY__seq252,w1,873,848,2026-01-28 16:45:00,BUY,Asia-Low,PERIOD_M15,RANGING,UP,15.71929,1217.5,0.7745260759232764,0.16593158969127558,PERIOD_D1,STRONG_TREND,UP,True,True,False,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__SELL__seq320,w1,881,880,2026-01-28 00:00:00,SELL,Equal-High,PERIOD_D1,STRONG_TREND,UP,100.83071,1042.9,0.10343079008369574,0.007660389403127993,PERIOD_M5,STRONG_TREND,UP,False,False,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__BUY__seq254,w1,887,848,2026-01-28 19:00:00,BUY,Asia-Low,PERIOD_M5,STRONG_TREND,UP,9.23071,1423.0,1.5415932252231952,0.16593158969127558,PERIOD_D1,STRONG_TREND,UP,False,True,True,PLUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__BUY__seq256,w1,894,848,2026-01-28 21:00:00,BUY,Asia-Low,PERIOD_M30,WEAK_TREND,DOWN,27.02214,1260.6,0.4665063536788722,0.16593158969127558,PERIOD_D1,STRONG_TREND,UP,True,False,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__BUY__seq257,w1,899,848,2026-01-28 22:00:00,BUY,Asia-Low,PERIOD_M30,WEAK_TREND,DOWN,30.43429,1681.9,0.5526332304778591,0.16593158969127558,PERIOD_D1,STRONG_TREND,UP,True,False,True,PLUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__BUY__seq259,w1,905,904,2026-01-29 03:15:00,BUY,Asia-Low,PERIOD_M15,VOLATILE,UP,41.87857,3195.3,0.7629916685311844,0.22506198274317907,PERIOD_D1,STRONG_TREND,UP,True,True,False,PLUS_1R_FIRST,CONTINUATION_FIRST,FAIL,VALIDATION
w1__BUY__seq260,w1,907,904,2026-01-29 00:00:00,BUY,Asia-Low,PERIOD_H4,STRONG_TREND,UP,68.30286,2546.4,0.3728101575834453,0.22506198274317907,PERIOD_D1,STRONG_TREND,UP,False,True,True,PLUS_1R_FIRST,CONTINUATION_FIRST,N/A_NO_RETEST,VALIDATION
w1__BUY__seq261,w1,911,904,2026-01-29 04:00:00,BUY,Asia-Low,PERIOD_H4,STRONG_TREND,UP,77.85214,3592.7,0.46147735951767027,0.22506198274317907,PERIOD_D1,STRONG_TREND,UP,False,True,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__SELL__seq333,w1,922,921,2026-01-29 00:00:00,SELL,Equal-High,PERIOD_D1,STRONG_TREND,UP,114.39071,1129.9,0.0987755037100478,0.013501320734036324,PERIOD_M5,RANGING,UP,True,False,False,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__SELL__seq334,w1,925,924,2026-01-29 00:00:00,SELL,Equal-High,PERIOD_D1,STRONG_TREND,UP,114.39071,1129.9,0.0987755037100478,0.07392203540558649,PERIOD_M5,RANGING,UP,True,False,False,MINUS_1R_FIRST,FAILURE_FIRST,FAIL,VALIDATION
w1__BUY__seq282,w1,954,952,2026-01-30 13:00:00,BUY,Daily-Low,PERIOD_M30,STRONG_TREND,DOWN,64.67214,152.9,0.0236423288296939,0.015512717638406365,PERIOD_H1,STRONG_TREND,DOWN,False,False,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__SELL__seq342,w1,975,971,2026-01-30 19:15:00,SELL,Weekly-High,PERIOD_M15,STRONG_TREND,DOWN,53.46571,751.2,0.14050126707379365,0.005175461096847679,PERIOD_H1,STRONG_TREND,DOWN,False,True,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__SELL__seq346,w1,979,978,2026-01-30 20:00:00,SELL,Weekly-High,PERIOD_H1,STRONG_TREND,DOWN,100.23571,1404.0,0.14006984137689055,0.08248357334349456,PERIOD_H4,VOLATILE,UP,True,True,False,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__SELL__seq348,w1,981,978,2026-01-30 20:45:00,SELL,Weekly-High,PERIOD_M5,STRONG_TREND,DOWN,56.75214,2101.3,0.3702591655574574,0.08248357334349456,PERIOD_H4,VOLATILE,UP,True,True,False,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__SELL__seq359,w1,988,978,2026-02-02 00:00:00,SELL,Weekly-High,PERIOD_D1,VOLATILE,UP,191.11357,994.4,0.05203188868273457,0.08248357334349456,PERIOD_H4,VOLATILE,UP,False,False,True,PLUS_1R_FIRST,CONTINUATION_FIRST,N/A_NO_RETEST,VALIDATION
w1__BUY__seq347,w1,1027,1025,2026-02-02 00:00:00,BUY,Weekly-Low,PERIOD_D1,VOLATILE,UP,191.11357,2054.2,0.10748582635968758,0.001783094458864688,PERIOD_M15,STRONG_TREND,UP,True,True,False,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__BUY__seq360,w1,1042,1041,2026-02-02 00:00:00,BUY,Equal-Low,PERIOD_D1,VOLATILE,UP,191.11357,2412.5,0.12623384095645326,0.04166838883191058,PERIOD_M5,RANGING,DOWN,True,True,False,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__BUY__seq366,w1,1050,1049,2026-02-02 00:00:00,BUY,Equal-Low,PERIOD_D1,VOLATILE,UP,191.11357,2407.6,0.12597744890642773,0.014080459770114942,PERIOD_M5,RANGING,UP,True,True,False,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__SELL__seq399,w1,1142,1141,2026-02-04 00:00:00,SELL,Equal-High,PERIOD_D1,VOLATILE,UP,241.04571,1433.9,0.059486642595713485,0.06346226019745516,PERIOD_M5,WEAK_TREND,UP,True,False,False,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__SELL__seq402,w1,1157,1156,2026-02-04 00:00:00,SELL,Equal-High,PERIOD_D1,VOLATILE,UP,241.04571,1163.7,0.04827715042097202,0.07538275073729271,PERIOD_M5,WEAK_TREND,UP,True,False,False,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__SELL__seq404,w1,1164,1162,2026-02-04 00:00:00,SELL,Daily-High,PERIOD_D1,VOLATILE,UP,241.04571,466.4,0.01934902720318067,0.011808365845700629,PERIOD_M15,WEAK_TREND,UP,True,False,False,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__SELL__seq406,w1,1167,1166,2026-02-04 18:00:00,SELL,Daily-High,PERIOD_M30,STRONG_TREND,DOWN,35.96429,730.9,0.2032293700223194,0.17545611628642774,PERIOD_H1,WEAK_TREND,UP,True,True,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__BUY__seq430,w1,1222,1219,2026-02-05 18:45:00,BUY,Equal-Low,PERIOD_M5,STRONG_TREND,DOWN,18.23,763.8,0.4189797037849698,0.04382685243062176,PERIOD_M15,WEAK_TREND,DOWN,True,False,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__SELL__seq517,w1,1367,1364,2026-02-10 17:45:00,SELL,Equal-High,PERIOD_M15,WEAK_TREND,UP,18.90286,311.3,0.16468407426177836,0.061710213776722096,PERIOD_M30,WEAK_TREND,UP,False,False,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__SELL__seq586,w1,1514,1503,2026-02-12 18:15:00,SELL,Asia-High,PERIOD_M5,WEAK_TREND,UP,13.97214,1269.9,0.9088800999703698,0.015731510006178003,PERIOD_H1,RANGING,UP,True,False,False,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__SELL__seq587,w1,1516,1503,2026-02-12 18:30:00,SELL,Asia-High,PERIOD_M5,VOLATILE,UP,21.36571,1810.0,0.8471518147536403,0.015731510006178003,PERIOD_H1,RANGING,UP,True,False,False,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__SELL__seq588,w1,1517,1503,2026-02-12 19:00:00,SELL,Asia-High,PERIOD_H1,RANGING,UP,34.07214,1237.2,0.3631119148958651,0.015731510006178003,PERIOD_H1,RANGING,UP,False,False,True,PLUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__BUY__seq481,w1,1524,1520,2026-02-13 02:15:00,BUY,Equal-Low,PERIOD_M15,WEAK_TREND,DOWN,17.60643,306.4,0.17402732978803767,0.020632812572372747,PERIOD_M5,RANGING,UP,True,False,False,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__SELL__seq622,w1,1568,1564,2026-02-16 01:45:00,SELL,Daily-High,PERIOD_M15,RANGING,UP,11.82571,272.2,0.23017645452154667,0.2028887000849618,PERIOD_M15,WEAK_TREND,UP,True,False,False,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__SELL__seq657,w1,1709,1706,2026-02-20 02:00:00,SELL,Equal-High,PERIOD_M5,WEAK_TREND,DOWN,6.18357,141.1,0.22818533630249194,0.06121269384908404,PERIOD_M5,STRONG_TREND,DOWN,True,True,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__BUY__seq575,w1,1779,1778,2026-02-24 01:15:00,BUY,Asia-Low,PERIOD_M15,STRONG_TREND,UP,8.045,1193.0,1.4829086389061528,0.0641313429896664,PERIOD_D1,WEAK_TREND,UP,True,True,True,PLUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__BUY__seq576,w1,1786,1778,2026-02-24 02:30:00,BUY,Asia-Low,PERIOD_M5,WEAK_TREND,UP,8.49,1018.1,1.1991755005889282,0.0641313429896664,PERIOD_D1,WEAK_TREND,UP,False,True,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__BUY__seq577,w1,1790,1778,2026-02-24 03:30:00,BUY,Asia-Low,PERIOD_M30,STRONG_TREND,UP,17.91786,402.6,0.22469201121116028,0.0641313429896664,PERIOD_D1,WEAK_TREND,UP,True,True,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__BUY__seq578,w1,1795,1778,2026-02-24 04:00:00,BUY,Asia-Low,PERIOD_H4,STRONG_TREND,UP,49.01143,521.6,0.10642415452885175,0.0641313429896664,PERIOD_D1,WEAK_TREND,UP,True,True,True,PLUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__BUY__seq582,w1,1801,1778,2026-02-24 08:30:00,BUY,Asia-Low,PERIOD_M5,WEAK_TREND,UP,6.13857,438.8,0.7148244623747877,0.0641313429896664,PERIOD_D1,WEAK_TREND,UP,False,True,True,PLUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__BUY__seq583,w1,1804,1778,2026-02-24 09:30:00,BUY,Asia-Low,PERIOD_M5,WEAK_TREND,UP,7.96643,582.1,0.7306911627918654,0.0641313429896664,PERIOD_D1,WEAK_TREND,UP,False,True,True,MINUS_1R_FIRST,FAILURE_FIRST,FAIL,VALIDATION
w1__BUY__seq586,w1,1819,1778,2026-02-24 14:00:00,BUY,Asia-Low,PERIOD_M5,WEAK_TREND,UP,3.58286,275.2,0.76810146084413,0.0641313429896664,PERIOD_D1,WEAK_TREND,UP,False,True,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__BUY__seq587,w1,1822,1778,2026-02-24 15:15:00,BUY,Asia-Low,PERIOD_M15,WEAK_TREND,DOWN,8.98714,138.9,0.15455417407540106,0.0641313429896664,PERIOD_D1,WEAK_TREND,UP,False,False,True,MINUS_1R_FIRST,FAILURE_FIRST,HOLD,VALIDATION
w1__BUY__seq588,w1,1824,1778,2026-02-24 15:00:00,BUY,Asia-Low,PERIOD_H1,WEAK_TREND,UP,24.31571,53.9,0.022166739116398413,0.0641313429896664,PERIOD_D1,WEAK_TREND,UP,False,True,True,PLUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w1__BUY__seq607,w1,1850,1778,2026-02-24 20:00:00,BUY,Asia-Low,PERIOD_H4,STRONG_TREND,UP,54.28,185.8,0.03422991893883567,0.0641313429896664,PERIOD_D1,WEAK_TREND,UP,True,True,True,PLUS_1R_FIRST,FAILURE_FIRST,AMBIGUOUS,VALIDATION
w2__BUY__seq1,w2,5,4,2026-03-02 04:45:00,BUY,Asia-Low,PERIOD_M15,STRONG_TREND,UP,24.00929,1781.1,0.7418378469334161,0.08480930514108531,PERIOD_D1,STRONG_TREND,UP,False,True,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w2__SELL__seq5,w2,13,12,2026-03-02 16:15:00,SELL,Equal-High,PERIOD_M15,RANGING,UP,17.14714,234.2,0.13658254379447535,0.04920790861190381,PERIOD_M5,RANGING,UP,False,False,True,PLUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w2__SELL__seq8,w2,29,28,2026-03-02 20:00:00,SELL,Equal-High,PERIOD_H4,STRONG_TREND,DOWN,56.29429,274.1,0.04869055103101932,0.022131895982618242,PERIOD_M5,WEAK_TREND,UP,True,True,True,PLUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w2__BUY__seq38,w2,39,30,2026-03-03 08:00:00,BUY,Asia-Low,PERIOD_M30,STRONG_TREND,UP,22.30786,138.4,0.062040912933826915,0.014429723344254942,PERIOD_D1,STRONG_TREND,UP,False,True,True,PLUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w2__BUY__seq40,w2,42,30,2026-03-03 10:15:00,BUY,Asia-Low,PERIOD_M5,STRONG_TREND,UP,7.62429,408.0,0.5351317958786982,0.014429723344254942,PERIOD_D1,STRONG_TREND,UP,False,True,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w2__BUY__seq41,w2,44,30,2026-03-03 11:00:00,BUY,Asia-Low,PERIOD_H1,WEAK_TREND,DOWN,29.93714,164.9,0.05508208198912789,0.014429723344254942,PERIOD_D1,STRONG_TREND,UP,True,False,True,PLUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w2__SELL__seq12,w2,50,45,2026-03-03 11:45:00,SELL,Monthly-High,PERIOD_M15,STRONG_TREND,DOWN,22.98857,168.7,0.07338429489089578,0.1482461772398788,PERIOD_M30,WEAK_TREND,DOWN,True,True,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w2__SELL__seq20,w2,60,51,2026-03-03 13:30:00,SELL,Monthly-High,PERIOD_M5,VOLATILE,DOWN,29.05429,1540.9,0.5303519721184031,0.017054624591039347,PERIOD_H1,WEAK_TREND,DOWN,True,True,False,AMBIGUOUS_SAME_BAR,AMBIGUOUS_SAME_BAR,N/A_NO_RETEST,VALIDATION
w2__SELL__seq21,w2,63,51,2026-03-03 14:00:00,SELL,Monthly-High,PERIOD_H1,WEAK_TREND,DOWN,47.925,1362.8,0.2843609806990089,0.017054624591039347,PERIOD_H1,WEAK_TREND,DOWN,False,True,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w2__SELL__seq29,w2,68,51,2026-03-03 16:00:00,SELL,Monthly-High,PERIOD_H1,VOLATILE,DOWN,58.03714,1239.4,0.2135529076725697,0.017054624591039347,PERIOD_H1,WEAK_TREND,DOWN,True,True,False,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w2__SELL__seq32,w2,72,70,2026-03-03 16:30:00,SELL,Monthly-High,PERIOD_M5,WEAK_TREND,DOWN,19.36,1348.9,0.6967458677685952,0.15688323616420616,PERIOD_H4,VOLATILE,UP,True,True,False,PLUS_1R_FIRST,CONTINUATION_FIRST,N/A_NO_RETEST,VALIDATION
w2__SELL__seq33,w2,73,70,2026-03-03 16:45:00,SELL,Monthly-High,PERIOD_M5,STRONG_TREND,DOWN,24.41071,2094.6,0.8580659882486006,0.15688323616420616,PERIOD_H4,VOLATILE,UP,True,True,False,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w2__SELL__seq35,w2,75,70,2026-03-03 17:00:00,SELL,Monthly-High,PERIOD_H1,VOLATILE,DOWN,67.64571,2426.3,0.35867758650179005,0.15688323616420616,PERIOD_H4,VOLATILE,UP,False,True,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w2__SELL__seq44,w2,85,70,2026-03-03 19:30:00,SELL,Monthly-High,PERIOD_M5,WEAK_TREND,UP,15.49,1973.6,1.2741123305358295,0.15688323616420616,PERIOD_H4,VOLATILE,UP,True,False,False,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w2__SELL__seq47,w2,106,105,2026-03-04 00:00:00,SELL,Equal-High,PERIOD_D1,STRONG_TREND,DOWN,149.62571,796.1,0.05320609673297457,0.003699042388383598,PERIOD_M5,WEAK_TREND,DOWN,True,True,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w2__SELL__seq49,w2,113,112,2026-03-04 00:00:00,SELL,Equal-High,PERIOD_D1,STRONG_TREND,UP,149.62571,874.7,0.058459204638026445,0.06048002037221739,PERIOD_M5,RANGING,UP,True,False,False,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w2__SELL__seq51,w2,121,119,2026-03-04 00:00:00,SELL,Asia-High,PERIOD_D1,STRONG_TREND,UP,149.62571,1024.3,0.06845748635044072,0.0029004879993088737,PERIOD_H1,WEAK_TREND,UP,True,False,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w2__BUY__seq176,w2,189,185,2026-03-06 03:45:00,BUY,Equal-Low,PERIOD_M15,RANGING,UP,15.12143,463.6,0.30658476083280484,0.03800217980503361,PERIOD_M15,RANGING,UP,False,True,True,PLUS_1R_FIRST,CONTINUATION_FIRST,N/A_NO_RETEST,VALIDATION
w2__BUY__seq192,w2,206,201,2026-03-06 15:45:00,BUY,Asia-Low,PERIOD_M15,WEAK_TREND,DOWN,16.81357,558.2,0.33199374077010424,0.04765570328901329,PERIOD_M15,WEAK_TREND,DOWN,False,False,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w2__SELL__seq72,w2,244,237,2026-03-09 02:15:00,SELL,Daily-High,PERIOD_M15,WEAK_TREND,UP,31.37929,1393.7,0.4441464418092315,0.13033067274800456,PERIOD_H1,WEAK_TREND,UP,False,False,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w2__BUY__seq223,w2,284,281,2026-03-09 16:45:00,BUY,Daily-Low,PERIOD_M15,WEAK_TREND,DOWN,17.39643,496.3,0.28528841837089564,0.056034250029959556,PERIOD_M15,WEAK_TREND,DOWN,False,False,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w2__BUY__seq233,w2,361,360,2026-03-11 02:30:00,BUY,Equal-Low,PERIOD_M30,WEAK_TREND,UP,17.475,248.0,0.14191702432045777,0.10369558958194873,PERIOD_M5,RANGING,UP,True,True,False,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w2__BUY__seq386,w2,593,591,2026-03-16 13:00:00,BUY,Asia-Low,PERIOD_H1,STRONG_TREND,UP,26.98857,159.9,0.05924730358073808,0.024866473125515702,PERIOD_M15,STRONG_TREND,UP,False,True,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w2__SELL__seq179,w2,620,561,2026-03-16 18:30:00,SELL,Asia-High,PERIOD_M5,WEAK_TREND,DOWN,7.47571,568.8,0.7608641854753595,0.07207026823109626,PERIOD_D1,WEAK_TREND,DOWN,False,True,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w2__SELL__seq194,w2,700,698,2026-03-17 17:30:00,SELL,Equal-High,PERIOD_M30,RANGING,UP,14.87286,166.6,0.1120161152596071,0.044365192582025675,PERIOD_M5,RANGING,DOWN,False,False,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w2__BUY__seq467,w2,731,727,2026-03-18 08:15:00,BUY,Equal-Low,PERIOD_M15,WEAK_TREND,DOWN,7.51929,128.5,0.17089379449389502,0.04014545454545455,PERIOD_M15,WEAK_TREND,DOWN,False,False,True,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w2__SELL__seq197,w2,784,783,2026-03-19 09:45:00,SELL,Asia-High,PERIOD_M15,VOLATILE,DOWN,18.06429,2752.2,1.5235583574001523,0.1357839798179881,PERIOD_D1,STRONG_TREND,DOWN,True,True,False,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w2__SELL__seq198,w2,786,783,2026-03-19 10:45:00,SELL,Asia-High,PERIOD_M15,VOLATILE,DOWN,25.58857,3137.9,1.2262897066932619,0.1357839798179881,PERIOD_D1,STRONG_TREND,DOWN,True,True,False,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w2__SELL__seq199,w2,787,783,2026-03-19 00:00:00,SELL,Asia-High,PERIOD_D1,STRONG_TREND,DOWN,144.35429,482.2,0.03340392585492264,0.1357839798179881,PERIOD_D1,STRONG_TREND,DOWN,False,True,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w2__SELL__seq200,w2,789,783,2026-03-19 12:00:00,SELL,Asia-High,PERIOD_H4,STRONG_TREND,DOWN,56.20143,1681.3,0.29915608908883634,0.1357839798179881,PERIOD_D1,STRONG_TREND,DOWN,False,True,True,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w2__SELL__seq201,w2,790,783,2026-03-19 14:00:00,SELL,Asia-High,PERIOD_M30,VOLATILE,DOWN,34.88,2151.5,0.616829128440367,0.1357839798179881,PERIOD_D1,STRONG_TREND,DOWN,True,True,False,AMBIGUOUS_SAME_BAR,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w2__SELL__seq203,w2,792,783,2026-03-19 16:00:00,SELL,Asia-High,PERIOD_M30,VOLATILE,DOWN,47.02143,2461.7,0.523527251297972,0.1357839798179881,PERIOD_D1,STRONG_TREND,DOWN,True,True,False,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w2__SELL__seq208,w2,796,783,2026-03-19 21:00:00,SELL,Asia-High,PERIOD_M5,RANGING,DOWN,10.32071,2440.6,2.3647597888129788,0.1357839798179881,PERIOD_D1,STRONG_TREND,DOWN,True,True,False,MINUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
w2__SELL__seq210,w2,842,841,2026-03-23 00:00:00,SELL,Asia-High,PERIOD_D1,STRONG_TREND,DOWN,169.36786,2380.3,0.14054024181447414,0.14054024181447414,PERIOD_D1,STRONG_TREND,DOWN,False,True,True,PLUS_1R_FIRST,FAILURE_FIRST,N/A_NO_RETEST,VALIDATION
