timestamp,open,high,low,close,tick_volume,spread,real_volume
2025.05.19 12:00:00,3244.41,3248.41,3228.75,3229.15,35388,27,0
2025.05.19 16:00:00,3229.31,3241.54,3217.09,3231.65,52624,27,0
2025.05.19 20:00:00,3231.65,3235.77,3225.24,3230.07,19810,27,0
2025.05.20 00:00:00,3230.70,3230.70,3214.02,3222.62,16401,27,0
2025.05.20 04:00:00,3222.61,3232.62,3204.45,3217.19,42528,27,0
2025.05.20 08:00:00,3217.18,3235.97,3207.84,3235.69,39641,27,0
2025.05.20 12:00:00,3235.72,3250.64,3230.42,3242.76,35611,27,0
2025.05.20 16:00:00,3242.76,3285.63,3232.69,3278.80,72006,27,0
2025.05.20 20:00:00,3278.80,3295.59,3278.19,3289.74,27066,27,0
2025.05.21 00:00:00,3290.81,3304.12,3288.41,3303.42,20611,27,0
2025.05.21 04:00:00,3303.42,3314.61,3285.25,3301.99,43043,27,0
2025.05.21 08:00:00,3301.99,3320.44,3298.35,3308.37,43149,27,0
2025.05.21 12:00:00,3308.38,3318.18,3290.41,3302.47,43261,27,0
2025.05.21 16:00:00,3302.47,3315.10,3295.21,3303.08,59179,27,0
2025.05.21 20:00:00,3302.93,3324.79,3302.79,3315.24,34142,27,0
2025.05.22 00:00:00,3318.14,3326.10,3315.23,3323.67,18246,27,0
2025.05.22 04:00:00,3323.66,3345.34,3320.25,3338.43,45873,27,0
2025.05.22 08:00:00,3338.43,3339.42,3310.09,3311.16,46940,27,0
2025.05.22 12:00:00,3311.15,3314.63,3282.80,3303.95,61542,27,0
2025.05.22 16:00:00,3303.99,3315.62,3279.04,3301.48,72033,27,0
2025.05.22 20:00:00,3301.49,3301.76,3288.95,3294.62,29580,27,0
2025.05.23 00:00:00,3293.85,3308.78,3286.99,3300.87,18088,27,0
2025.05.23 04:00:00,3300.81,3316.08,3290.86,3313.52,39182,27,0
2025.05.23 08:00:00,3313.52,3334.35,3312.44,3326.25,42365,27,0
2025.05.23 12:00:00,3326.26,3360.37,3323.38,3356.80,58803,27,0
2025.05.23 16:00:00,3357.07,3364.66,3336.54,3358.74,69038,27,0
2025.05.23 20:00:00,3358.78,3365.84,3356.03,3356.12,24354,27,0
2025.05.26 00:00:00,3353.13,3355.91,3331.43,3341.83,20001,27,0
2025.05.26 04:00:00,3341.95,3356.72,3335.48,3349.70,34403,27,0
2025.05.26 08:00:00,3349.66,3351.72,3330.98,3334.57,31943,27,0
2025.05.26 12:00:00,3334.59,3336.03,3323.58,3334.28,23895,27,0
2025.05.26 16:00:00,3334.31,3343.53,3331.31,3341.92,26268,27,0
2025.05.26 20:00:00,3341.95,3343.12,3340.39,3341.43,2995,27,0
2025.05.27 00:00:00,3343.06,3349.88,3342.34,3344.99,12688,27,0
2025.05.27 04:00:00,3345.12,3347.26,3330.59,3330.77,31370,27,0
2025.05.27 08:00:00,3330.80,3332.53,3292.46,3298.43,58392,27,0
2025.05.27 12:00:00,3298.47,3309.72,3287.61,3293.58,50504,27,0
2025.05.27 16:00:00,3293.61,3304.77,3284.94,3297.67,54244,27,0
2025.05.27 20:00:00,3297.69,3307.93,3296.74,3300.47,19724,27,0
2025.05.28 00:00:00,3300.41,3315.64,3297.08,3308.47,11948,27,0
2025.05.28 04:00:00,3308.42,3313.63,3291.54,3296.30,33618,27,0
2025.05.28 08:00:00,3296.28,3323.69,3295.89,3321.46,40253,27,0
2025.05.28 12:00:00,3321.55,3325.42,3305.26,3312.19,30549,27,0
2025.05.28 16:00:00,3312.19,3316.26,3288.55,3293.37,49121,27,0
2025.05.28 20:00:00,3293.36,3302.94,3276.15,3288.24,27469,27,0
2025.05.29 00:00:00,3286.96,3294.44,3250.12,3264.97,35299,27,0
2025.05.29 04:00:00,3264.97,3280.05,3245.32,3269.02,46810,27,0
2025.05.29 08:00:00,3269.08,3289.20,3265.86,3281.58,37469,27,0
2025.05.29 12:00:00,3281.59,3317.35,3276.08,3316.36,43565,27,0
2025.05.29 16:00:00,3316.32,3331.05,3304.71,3322.15,57607,27,0
2025.05.29 20:00:00,3322.07,3325.69,3315.23,3317.61,25413,27,0
2025.05.30 00:00:00,3318.51,3320.86,3309.49,3312.47,14553,27,0
2025.05.30 04:00:00,3312.47,3322.60,3291.17,3296.18,38255,27,0
