level_id,level_price,direction,source,source_tf,created_at,touch_number,age_at_trigger_hours,trigger_time,trigger_price,penetration_at_trigger_pips,max_additional_penetration_after_trigger_pips,time_to_max_penetration_hours,time_to_first_reclaim_level_hours,time_to_reclaim_trigger_price_hours,time_to_reversal_0_25ATR_hours,time_to_reversal_0_5ATR_hours,time_to_reversal_1ATR_hours,atr_h4_at_trigger_pips,level_replaced_before_horizon,IMMEDIATE_FADE_available,IMMEDIATE_FADE_entry_price,IMMEDIATE_FADE_entry_delay_hours,IMMEDIATE_FADE_outcome,RECLAIM_LEVEL_available,RECLAIM_LEVEL_entry_price,RECLAIM_LEVEL_entry_delay_hours,RECLAIM_LEVEL_outcome,RECLAIM_TRIGGER_available,RECLAIM_TRIGGER_entry_price,RECLAIM_TRIGGER_entry_delay_hours,RECLAIM_TRIGGER_outcome,REACTION_CANDLE_available,REACTION_CANDLE_entry_price,REACTION_CANDLE_entry_delay_hours,REACTION_CANDLE_outcome,MICRO_STRUCTURE_SHIFT_available,MICRO_STRUCTURE_SHIFT_entry_price,MICRO_STRUCTURE_SHIFT_entry_delay_hours,MICRO_STRUCTURE_SHIFT_outcome,LIMIT_RETEST_available,LIMIT_RETEST_entry_price,LIMIT_RETEST_entry_delay_hours,LIMIT_RETEST_outcome,IMMEDIATE_FADE_MFE_4h,IMMEDIATE_FADE_MAE_4h,RECLAIM_LEVEL_MFE_4h,RECLAIM_LEVEL_MAE_4h,RECLAIM_TRIGGER_MFE_4h,RECLAIM_TRIGGER_MAE_4h,REACTION_CANDLE_MFE_4h,REACTION_CANDLE_MAE_4h,MICRO_STRUCTURE_SHIFT_MFE_4h,MICRO_STRUCTURE_SHIFT_MAE_4h,LIMIT_RETEST_MFE_4h,LIMIT_RETEST_MAE_4h
4344,4205.64,BUY,WICK_H4,H4,2025-10-21 16:00:00,1,0.25,2025-10-21 16:15:00,4202.14,35.0,1201.9,1.5,,0.25,0.25,,,616.42,True,True,4202.14,0.0,SL,False,,,NO_ENTRY,True,4202.14,0.25,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,231.4,1201.9,,,231.4,1201.9,,,,,,
4348,4093.8,BUY,WICK_H4,H4,2025-10-22 00:00:00,1,3.0,2025-10-22 03:00:00,4090.3,35.0,862.1,0.0,,,,,,647.61,True,True,4090.3,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,529.4,862.1,,,,,,,,,,
4354,4056.25,BUY,WICK_H4,H4,2025-10-22 12:00:00,1,1.75,2025-10-22 13:45:00,4052.75,35.0,378.6,0.25,,,,,,698.64,True,True,4052.75,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,324.5,419.1,,,,,,,,,,
4370,4125.29,BUY,WICK_H4,H4,2025-10-23 20:00:00,2,2.75,2025-10-23 22:45:00,4121.79,35.0,143.9,0.75,1.0,1.0,,,,583.23,True,True,4121.79,0.0,SL,True,4125.29,1.0,SL,True,4121.79,1.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,117.9,158.4,190.7,193.4,225.7,158.4,,,,,,
4375,4102.64,BUY,WICK_H4,H4,2025-10-24 08:00:00,1,1.25,2025-10-24 09:15:00,4099.14,35.0,518.5,2.0,,,,,,562.07,True,True,4099.14,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,-18.8,518.5,,,,,,,,,,
4383,4096.52,BUY,WICK_H4,H4,2025-10-25 00:00:00,1,48.25,2025-10-27 00:15:00,4093.02,35.0,348.0,1.75,,3.0,0.0,,,546.44,True,True,4093.02,0.0,TP,False,,,NO_ENTRY,True,4093.02,3.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,157.7,348.0,,,46.0,395.0,,,,,,
4385,4058.22,BUY,WICK_H4,H4,2025-10-27 04:00:00,1,2.25,2025-10-27 06:15:00,4054.72,35.0,1.8,0.0,0.0,0.0,0.5,1.0,,529.51,True,True,4054.72,0.0,TP,True,4058.22,0.0,SL,True,4054.72,0.0,TP,False,,,NO_ENTRY,False,,,NO_ENTRY,True,4058.22,0.25,TP,299.5,1.8,264.5,36.8,299.5,1.8,,,,,264.5,22.1
4387,4053.52,BUY,WICK_H4,H4,2025-10-27 08:00:00,1,3.0,2025-10-27 11:00:00,4050.02,35.0,201.4,0.0,,,,,,534.48,True,True,4050.02,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,2.4,347.7,,,,,,,,,,
4389,4024.76,BUY,WICK_H4,H4,2025-10-27 12:00:00,2,1.75,2025-10-27 13:45:00,4021.26,35.0,80.9,2.0,0.25,0.0,0.25,1.25,,522.79,True,True,4021.26,0.0,TP,True,4024.76,0.25,TP,True,4021.26,0.0,TP,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,290.0,500.7,255.0,535.7,290.0,500.7,,,,,,
4391,4013.17,BUY,WICK_H4,H4,2025-10-27 16:00:00,1,0.25,2025-10-27 16:15:00,4009.67,35.0,384.8,0.75,,,,,,522.67,True,True,4009.67,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,3.6,384.8,,,,,,,,,,
4396,3972.91,BUY,WICK_H4,H4,2025-10-28 04:00:00,1,2.5,2025-10-28 06:30:00,3969.41,35.0,103.7,1.0,0.0,0.0,,,,507.6,True,True,3969.41,0.0,SL,True,3972.91,0.0,SL,True,3969.41,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,110.0,685.6,75.0,720.6,110.0,685.6,,,,,,
4398,3959.04,BUY,WICK_H4,H4,2025-10-28 08:00:00,1,0.25,2025-10-28 08:15:00,3955.54,35.0,692.5,2.75,,,,,,529.89,True,True,3955.54,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,37.4,692.5,,,,,,,,,,
4406,3945.07,BUY,WICK_H4,H4,2025-10-29 00:00:00,1,0.25,2025-10-29 00:15:00,3941.57,35.0,138.2,0.0,0.0,0.0,1.0,1.5,,498.29,True,True,3941.57,0.0,SL,True,3945.07,0.0,SL,True,3941.57,0.0,SL,False,,,NO_ENTRY,True,3964.7,1.5,SL,False,,,NO_ENTRY,405.5,138.2,370.5,173.2,405.5,138.2,,,174.2,208.3,,
4413,4002.3,BUY,WICK_H4,H4,2025-10-29 16:00:00,2,2.0,2025-10-29 18:00:00,3998.8,35.0,132.1,1.25,,,,,,475.14,True,True,3998.8,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,85.2,711.5,,,,,,,,,,
4415,3985.59,BUY,WICK_H4,H4,2025-10-29 20:00:00,1,0.25,2025-10-29 20:15:00,3982.09,35.0,544.4,1.25,,,,,,498.11,True,True,3982.09,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,73.0,661.3,,,,,,,,,,
4431,4012.52,BUY,WICK_H4,H4,2025-10-31 04:00:00,1,0.25,2025-10-31 04:15:00,4009.02,35.0,201.5,1.75,0.0,0.0,,,,454.8,True,True,4009.02,0.0,SL,True,4012.52,0.0,SL,True,4009.02,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,88.1,201.5,53.1,236.5,88.1,201.5,,,,,,
4436,4001.59,BUY,WICK_H4,H4,2025-10-31 16:00:00,1,2.25,2025-10-31 18:15:00,3998.09,35.0,257.4,0.0,,1.25,,,,443.29,True,True,3998.09,0.0,SL,False,,,NO_ENTRY,True,3998.09,1.25,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,117.2,257.4,,,117.2,200.7,,,,,,
4440,3990.98,BUY,WICK_H4,H4,2025-11-01 00:00:00,1,49.5,2025-11-03 01:30:00,3987.48,35.0,249.7,0.75,1.75,1.75,1.75,,,422.73,True,True,3987.48,0.0,SL,True,3990.98,1.75,SL,True,3987.48,1.75,TP,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,256.0,249.7,241.6,46.2,276.6,11.2,,,,,,
4452,3995.17,BUY,WICK_H4,H4,2025-11-04 00:00:00,1,1.25,2025-11-04 01:15:00,3991.67,35.0,132.8,1.25,0.0,0.0,,,,372.35,True,True,3991.67,0.0,SL,True,3995.17,0.0,SL,True,3991.67,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,78.9,159.5,43.9,194.5,78.9,159.5,,,,,,
4454,3978.39,BUY,WICK_H4,H4,2025-11-04 04:00:00,2,3.75,2025-11-04 07:45:00,3974.89,35.0,84.4,0.25,0.75,0.5,1.0,1.5,,364.79,True,True,3974.89,0.0,SL,True,3978.39,0.75,SL,True,3974.89,0.5,SL,True,3991.02,4.25,SL,True,3999.7,2.5,SL,False,,,NO_ENTRY,256.1,84.4,221.1,46.8,256.1,65.5,88.8,266.8,8.0,138.4,,
4459,3971.68,BUY,WICK_H4,H4,2025-11-04 16:00:00,1,0.25,2025-11-04 16:15:00,3968.18,35.0,395.4,0.25,2.0,2.0,0.0,,,366.74,True,True,3968.18,0.0,SL,True,3971.68,2.0,SL,True,3968.18,2.0,SL,False,,,NO_ENTRY,True,3972.24,2.0,SL,False,,,NO_ENTRY,94.3,395.4,38.1,404.0,73.1,369.0,,,32.5,409.6,,
4468,3961.72,BUY,WICK_H4,H4,2025-11-05 12:00:00,2,1.25,2025-11-05 13:15:00,3958.22,35.0,7.7,0.25,0.25,0.25,0.5,2.0,,338.22,True,True,3958.22,0.0,TP,True,3961.72,0.25,SL,True,3958.22,0.25,TP,False,,,NO_ENTRY,True,3972.45,1.75,SL,True,3961.72,0.75,TP,273.5,7.7,238.5,42.7,273.5,7.7,,,178.0,84.2,238.5,-4.0
4481,4002.6,BUY,WICK_H4,H4,2025-11-06 16:00:00,1,0.5,2025-11-06 16:30:00,3999.1,35.0,335.6,2.75,,,,,,304.36,True,True,3999.1,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,True,3986.12,3.25,SL,False,,,NO_ENTRY,40.8,335.6,,,,,,,89.4,94.7,,
4491,3991.61,BUY,WICK_H4,H4,2025-11-07 16:00:00,1,0.75,2025-11-07 16:45:00,3988.11,35.0,40.6,1.0,0.0,0.0,0.0,1.5,1.75,286.98,True,True,3988.11,0.0,TP,True,3991.61,0.0,SL,True,3988.11,0.0,TP,False,,,NO_ENTRY,True,4007.75,1.5,TP,False,,,NO_ENTRY,392.0,40.6,357.0,75.6,392.0,40.6,,,195.6,155.1,,
4510,4133.06,BUY,WICK_H4,H4,2025-11-11 16:00:00,1,0.5,2025-11-11 16:30:00,4129.56,35.0,326.1,0.75,,0.0,,,,277.2,True,True,4129.56,0.0,SL,False,,,NO_ENTRY,True,4129.56,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,50.4,326.1,,,50.4,326.1,,,,,,
4513,4106.45,BUY,WICK_H4,H4,2025-11-12 00:00:00,2,7.5,2025-11-12 07:30:00,4102.95,35.0,42.3,0.0,,0.0,,,,276.29,True,True,4102.95,0.0,SL,False,,,NO_ENTRY,True,4102.95,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,304.8,42.3,,,304.8,42.3,,,,,,
4523,4190.37,BUY,WICK_H4,H4,2025-11-13 00:00:00,1,2.0,2025-11-13 02:00:00,4186.87,35.0,71.3,1.25,0.25,0.0,0.5,0.5,,304.4,True,True,4186.87,0.0,TP,True,4190.37,0.25,SL,True,4186.87,0.0,TP,False,,,NO_ENTRY,False,,,NO_ENTRY,True,4190.37,1.0,TP,324.1,71.3,289.1,106.3,324.1,71.3,,,,,289.1,106.3
4531,4218.97,BUY,WICK_H4,H4,2025-11-13 16:00:00,1,0.25,2025-11-13 16:15:00,4215.47,35.0,312.2,0.25,,,,,,320.75,True,True,4215.47,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,55.0,312.2,,,,,,,,,,
4532,4184.25,BUY,WICK_H4,H4,2025-11-13 20:00:00,1,0.75,2025-11-13 20:45:00,4180.75,35.0,350.7,0.25,,,,,,339.2,True,True,4180.75,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,True,4178.31,2.25,SL,False,,,NO_ENTRY,57.9,350.7,,,,,,,161.8,173.1,,
4537,4183.77,BUY,WICK_H4,H4,2025-11-14 08:00:00,1,0.5,2025-11-14 08:30:00,4180.27,35.0,216.3,0.75,,1.25,,,,329.14,True,True,4180.27,0.0,SL,False,,,NO_ENTRY,True,4180.27,1.25,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,66.0,216.3,,,66.0,494.9,,,,,,
4539,4158.64,BUY,WICK_H4,H4,2025-11-14 12:00:00,1,1.25,2025-11-14 13:15:00,4155.14,35.0,1140.2,2.5,,,,,,398.36,True,True,4155.14,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,25.9,1232.1,,,,,,,,,,
4547,4072.85,BUY,WICK_H4,H4,2025-11-17 04:00:00,2,3.25,2025-11-17 07:15:00,4069.35,35.0,197.9,0.25,,,,,,412.45,True,True,4069.35,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,264.3,197.9,,,,,,,,,,
4555,4052.11,BUY,WICK_H4,H4,2025-11-17 20:00:00,1,1.75,2025-11-17 21:45:00,4048.61,35.0,418.3,0.25,,,,,,418.97,True,True,4048.61,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,63.3,418.3,,,,,,,,,,
4559,4022.23,BUY,WICK_H4,H4,2025-11-18 04:00:00,2,1.0,2025-11-18 05:00:00,4018.73,35.0,141.3,1.25,2.5,0.5,,,,405.15,True,True,4018.73,0.0,SL,True,4022.23,2.5,SL,True,4018.73,0.5,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,75.4,163.0,203.3,244.7,75.4,209.7,,,,,,
4561,4004.6,BUY,WICK_H4,H4,2025-11-18 08:00:00,1,1.5,2025-11-18 09:30:00,4001.1,35.0,33.4,0.0,0.0,0.0,0.0,0.5,1.0,411.44,True,True,4001.1,0.0,SL,True,4004.6,0.0,SL,True,4001.1,0.0,SL,False,,,NO_ENTRY,True,4024.91,0.5,SL,False,,,NO_ENTRY,491.3,33.4,456.3,68.4,491.3,33.4,,,253.2,144.6,,
4569,4062.99,BUY,WICK_H4,H4,2025-11-19 00:00:00,1,3.75,2025-11-19 03:45:00,4059.49,35.0,33.0,0.0,,,,,,383.44,True,True,4059.49,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,377.8,41.4,,,,,,,,,,
4577,4100.67,BUY,WICK_H4,H4,2025-11-19 16:00:00,1,2.0,2025-11-19 18:00:00,4097.17,35.0,417.3,1.0,,,,,,400.31,True,True,4097.17,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,13.0,417.3,,,,,,,,,,
4581,4065.46,BUY,WICK_H4,H4,2025-11-20 00:00:00,1,4.25,2025-11-20 04:15:00,4061.96,35.0,207.4,0.0,0.5,0.5,0.75,0.75,,389.32,True,True,4061.96,0.0,SL,True,4065.46,0.5,SL,True,4061.96,0.5,TP,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,234.6,207.4,199.6,71.2,234.6,36.2,,,,,,
4588,4050.91,BUY,WICK_H4,H4,2025-11-20 16:00:00,1,3.0,2025-11-20 19:00:00,4047.41,35.0,37.9,0.0,0.0,0.0,0.25,0.75,,410.87,True,True,4047.41,0.0,SL,True,4050.91,0.0,SL,True,4047.41,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,395.7,37.9,360.7,72.9,395.7,37.9,,,,,,
4594,4060.31,BUY,WICK_H4,H4,2025-11-21 04:00:00,1,1.0,2025-11-21 05:00:00,4056.81,35.0,172.5,2.75,,1.25,,,,395.62,True,True,4056.81,0.0,SL,False,,,NO_ENTRY,True,4056.81,1.25,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,78.0,321.9,,,78.0,346.4,,,,,,
4596,4039.56,BUY,WICK_H4,H4,2025-11-21 08:00:00,1,0.5,2025-11-21 08:30:00,4036.06,35.0,138.9,1.5,1.75,0.75,1.75,2.5,,397.68,True,True,4036.06,0.0,SL,True,4039.56,1.75,SL,True,4036.06,0.75,SL,False,,,NO_ENTRY,True,4042.56,1.75,SL,False,,,NO_ENTRY,272.1,138.9,237.1,86.5,272.1,138.9,,,207.1,116.5,,
4603,4054.48,BUY,WICK_H4,H4,2025-11-22 00:00:00,1,51.25,2025-11-24 03:15:00,4050.98,35.0,84.2,0.5,0.0,0.0,,,,402.41,True,True,4050.98,0.0,SL,True,4054.48,0.0,SL,True,4050.98,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,101.2,110.9,66.2,145.9,101.2,110.9,,,,,,
4618,4132.58,BUY,WICK_H4,H4,2025-11-25 08:00:00,2,2.75,2025-11-25 10:45:00,4129.08,35.0,196.4,0.0,,,,,,361.93,True,True,4129.08,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,96.1,196.4,,,,,,,,,,
4632,4148.64,BUY,WICK_H4,H4,2025-11-26 16:00:00,1,0.25,2025-11-26 16:15:00,4145.14,35.0,81.6,0.75,0.25,0.25,0.25,1.25,,326.35,True,True,4145.14,0.0,SL,True,4148.64,0.25,SL,True,4145.14,0.25,SL,False,,,NO_ENTRY,True,4167.19,2.25,SL,False,,,NO_ENTRY,262.8,81.6,227.8,116.6,262.8,81.6,,,42.3,92.8,,
4636,4157.91,BUY,WICK_H4,H4,2025-11-27 00:00:00,1,3.25,2025-11-27 03:15:00,4154.41,35.0,60.1,0.0,,,,,,304.63,True,True,4154.41,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,44.7,118.2,,,,,,,,,,
4638,4148.4,BUY,WICK_H4,H4,2025-11-27 04:00:00,1,1.0,2025-11-27 05:00:00,4144.9,35.0,23.1,1.0,1.25,0.0,1.5,,,292.48,True,True,4144.9,0.0,TP,True,4148.4,1.25,SL,True,4144.9,0.0,TP,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,157.9,23.1,171.0,38.9,157.9,23.1,,,,,,
4649,4174.1,BUY,WICK_H4,H4,2025-11-28 08:00:00,1,2.25,2025-11-28 10:15:00,4170.6,35.0,185.8,0.0,,,,,,258.03,True,True,4170.6,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,94.7,185.8,,,,,,,,,,
4660,4244.09,BUY,WICK_H4,H4,2025-12-01 16:00:00,1,0.5,2025-12-01 16:30:00,4240.59,35.0,210.8,0.75,,,0.0,,,277.35,True,True,4240.59,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,73.8,210.8,,,,,,,,,,
4664,4229.06,BUY,WICK_H4,H4,2025-12-02 00:00:00,2,1.75,2025-12-02 01:45:00,4225.56,35.0,344.0,1.25,,0.0,,,,281.3,True,True,4225.56,0.0,SL,False,,,NO_ENTRY,True,4225.56,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,48.6,344.0,,,48.6,344.0,,,,,,
4667,4213.77,BUY,WICK_H4,H4,2025-12-02 08:00:00,1,0.5,2025-12-02 08:30:00,4210.27,35.0,292.8,3.0,0.75,0.25,0.75,,,283.09,True,True,4210.27,0.0,SL,True,4213.77,0.75,SL,True,4210.27,0.25,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,89.9,292.8,54.9,327.8,89.9,292.8,,,,,,
4670,4182.24,BUY,WICK_H4,H4,2025-12-02 16:00:00,1,1.75,2025-12-02 17:45:00,4178.74,35.0,149.3,0.0,0.75,0.75,0.0,1.75,,313.63,True,True,4178.74,0.0,SL,True,4182.24,0.75,SL,True,4178.74,0.75,TP,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,214.9,149.3,300.1,54.2,335.1,19.2,,,,,,
4678,4203.22,BUY,WICK_H4,H4,2025-12-03 08:00:00,2,3.25,2025-12-03 11:15:00,4199.72,35.0,9.2,0.0,,0.0,,,,288.68,True,True,4199.72,0.0,SL,False,,,NO_ENTRY,True,4199.72,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,230.3,51.9,,,230.3,51.9,,,,,,
4685,4194.96,BUY,WICK_H4,H4,2025-12-04 00:00:00,1,5.5,2025-12-04 05:30:00,4191.46,35.0,167.0,2.25,0.0,0.0,0.75,,,293.41,True,True,4191.46,0.0,SL,True,4194.96,0.0,SL,True,4191.46,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,True,4194.96,0.75,SL,76.0,167.0,41.0,202.0,76.0,167.0,,,,,41.0,202.0
4694,4199.43,BUY,WICK_H4,H4,2025-12-05 00:00:00,1,3.25,2025-12-05 03:15:00,4195.93,35.0,11.7,0.0,0.0,0.0,0.5,,,267.48,True,True,4195.93,0.0,TP,True,4199.43,0.0,SL,True,4195.93,0.0,TP,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,238.8,11.7,203.8,46.7,238.8,11.7,,,,,,
4701,4219.89,BUY,WICK_H4,H4,2025-12-05 16:00:00,1,2.25,2025-12-05 18:15:00,4216.39,35.0,179.2,0.0,,1.0,,,,277.93,True,True,4216.39,0.0,SL,False,,,NO_ENTRY,True,4216.39,1.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,32.0,179.2,,,32.0,245.3,,,,,,
4703,4198.47,BUY,WICK_H4,H4,2025-12-05 20:00:00,1,3.5,2025-12-05 23:30:00,4194.97,35.0,13.3,0.0,0.25,0.25,,,,277.51,True,True,4194.97,0.0,TP,True,4198.47,0.25,SL,True,4194.97,0.25,TP,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,166.9,13.3,137.9,44.5,172.9,9.5,,,,,,
4710,4202.97,BUY,WICK_H4,H4,2025-12-08 12:00:00,2,3.75,2025-12-08 15:45:00,4199.47,35.0,16.5,0.0,,0.0,0.0,,,250.15,True,True,4199.47,0.0,TP,False,,,NO_ENTRY,True,4199.47,0.0,TP,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,120.9,234.4,,,120.9,234.4,,,,,,
4712,4197.82,BUY,WICK_H4,H4,2025-12-08 16:00:00,2,1.0,2025-12-08 17:00:00,4194.32,35.0,182.9,0.25,,1.25,,,,257.66,True,True,4194.32,0.0,SL,False,,,NO_ENTRY,True,4194.32,1.25,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,34.7,182.9,,,34.7,118.6,,,,,,
4716,4188.66,BUY,WICK_H4,H4,2025-12-09 04:00:00,2,2.75,2025-12-09 06:45:00,4185.16,35.0,72.4,1.0,,0.0,,,,233.78,True,True,4185.16,0.0,SL,False,,,NO_ENTRY,True,4185.16,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,65.5,153.0,,,65.5,153.0,,,,,,
4718,4177.92,BUY,WICK_H4,H4,2025-12-09 08:00:00,1,0.25,2025-12-09 08:15:00,4174.42,35.0,4.8,0.0,0.0,0.0,0.25,1.75,2.75,247.69,True,True,4174.42,0.0,TP,True,4177.92,0.0,SL,True,4174.42,0.0,TP,False,,,NO_ENTRY,True,4188.08,1.75,SL,True,4177.92,1.25,TP,382.9,4.8,347.9,39.8,382.9,4.8,,,246.3,57.5,347.9,-3.5
4722,4195.58,BUY,WICK_H4,H4,2025-12-09 16:00:00,1,0.25,2025-12-09 16:15:00,4192.08,35.0,27.1,0.0,0.25,0.0,0.25,0.25,1.75,244.63,True,True,4192.08,0.0,SL,True,4195.58,0.25,SL,True,4192.08,0.0,SL,False,,,NO_ENTRY,True,4212.31,1.5,SL,False,,,NO_ENTRY,290.9,27.1,255.9,57.2,290.9,27.1,,,88.6,137.4,,
4728,4206.74,BUY,WICK_H4,H4,2025-12-10 04:00:00,1,3.0,2025-12-10 07:00:00,4203.24,35.0,16.1,0.25,0.5,0.0,0.5,,,224.48,True,True,4203.24,0.0,TP,True,4206.74,0.5,SL,True,4203.24,0.0,TP,False,,,NO_ENTRY,True,4211.93,0.5,SL,False,,,NO_ENTRY,111.4,89.4,76.4,127.3,111.4,89.4,,,24.5,179.2,,
4730,4201.63,BUY,WICK_H4,H4,2025-12-10 08:00:00,2,2.75,2025-12-10 10:45:00,4198.13,35.0,56.5,1.0,,,,,,222.07,True,True,4198.13,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,39.0,104.0,,,,,,,,,,
4731,4192.48,BUY,WICK_H4,H4,2025-12-10 12:00:00,1,0.5,2025-12-10 12:30:00,4188.98,35.0,12.5,0.0,0.0,0.0,0.5,1.5,,218.53,True,True,4188.98,0.0,TP,True,4192.48,0.0,SL,True,4188.98,0.0,TP,False,,,NO_ENTRY,True,4202.44,3.0,SL,True,4192.48,0.5,TP,179.4,12.5,144.4,47.5,179.4,12.5,,,44.8,136.3,144.4,12.5
4739,4223.94,BUY,WICK_H4,H4,2025-12-11 04:00:00,1,1.0,2025-12-11 05:00:00,4220.44,35.0,163.0,3.0,,,,,,248.1,True,True,4220.44,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,True,4218.31,7.0,SL,True,4217.63,4.5,SL,False,,,NO_ENTRY,44.5,163.0,,,,,112.2,131.2,81.0,74.0,,
4756,4314.53,BUY,WICK_H4,H4,2025-12-12 16:00:00,1,1.5,2025-12-12 17:30:00,4311.03,35.0,540.3,1.0,0.0,0.0,0.25,,,318.26,True,True,4311.03,0.0,SL,True,4314.53,0.0,SL,True,4311.03,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,108.4,540.3,73.4,575.3,108.4,540.3,,,,,,
4765,4333.26,BUY,WICK_H4,H4,2025-12-15 12:00:00,1,4.0,2025-12-15 16:00:00,4329.76,35.0,445.8,2.5,,,,,,301.29,True,True,4329.76,0.0,SL,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,False,,,NO_ENTRY,68.1,445.8,,,,,,,,,,
