time,open,high,low,close,sar,ema9,ema21,atr14
2026.07.09 04:00,4073.93,4082.41,4054.05,4064.25,4132.402943767562,4085.2629468995733,4101.91376906073,40.10642857142868
2026.07.09 08:00,4064.25,4117.54,4063.54,4108.23,4123.537108266157,4089.856357519659,4102.487971873391,42.29428571428583
2026.07.09 12:00,4108.25,4122.47,4093.56,4107.51,4021.58,4093.387086015727,4102.944519884901,42.67285714285724
2026.07.09 16:00,4107.46,4137.84,4106.67,4127.96,4023.5978,4100.301668812582,4105.218654440819,43.280714285714396
2026.07.09 20:00,4127.94,4137.88,4118.67,4123.45,4028.167488,4104.931335050065,4106.876049491653,40.705714285714386
2026.07.10 00:00,4125.64,4128.05,4114.23,4126.05,4034.75023872,4109.155068040052,4108.619135901503,38.51142857142865
2026.07.10 04:00,4126.06,4134.66,4108.4,4115.13,4040.9380243968003,4110.350054432042,4109.21103263773,36.391428571428634
2026.07.10 08:00,4115.1,4119.88,4094.71,4097.82,4046.754542932992,4107.844043545634,4108.175484216118,35.84357142857149
2026.07.10 12:00,4097.79,4117.45,4094.34,4100.59,4052.2220703570124,4106.393234836508,4107.485894741925,35.01214285714289
2026.07.10 16:00,4100.56,4115.32,4072.74,4104.21,4057.3615461355917,4105.9565878692065,4107.188086129023,32.225
2026.07.10 20:00,4104.22,4120.65,4097.67,4119.52,4062.192653367456,4108.669270295366,4108.309169208203,30.573571428571405
